"Keyword","Position","Previous position","Search Volume","Keyword Difficulty","CPC","URL","Traffic","Traffic (%)","Traffic Cost","Competition","Number of Results","Trends","Timestamp","SERP Features by Keyword","Keyword Intents","Position Type"
"おみくじ 順番","4","4","90500","33","0.00","https://zexy.net/contents/lovenews/article.php?d=20240515","3620","0.13","0.00","0.33","104","[3,4,3,4,4,25,100,5,3,2,3,3]","2026-08-14","AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"ゼクシィ","8","8","90500","72","1.82","https://zexy.net/contents/camp/appli/zexy_app.html","543","0.02","988.00","0.15","104","[82,82,82,67,67,82,100,67,67,82,67,100]","2026-08-18","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"ゼクシィ","2","1","90500","72","1.82","https://zexy.net/","1629","0.06","2964.00","0.15","104","[82,82,82,67,67,82,100,67,67,82,67,100]","2026-08-18","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"ゼクシィ","1","2","90500","72","1.82","https://zexy.net/mar/honshi/","2353","0.08","4282.00","0.15","104","[82,82,82,67,67,82,100,67,67,82,67,100]","2026-08-18","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"ウェディング フォト","8","8","90500","44","1.01","https://zexy.net/mar/manual/photo_kiso/chapter2.html","2262","0.08","2284.00","0.51","205","[67,82,82,82,67,82,100,82,82,67,67,67]","2026-08-18","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask, Local pack, Ads bottom","informational","Organic"
"ウエディング ドレス","6","6","90500","39","0.42","https://zexy.net/article/app000101363/","2715","0.1","1140.00","0.73","210","[100,100,82,82,82,67,82,82,82,82,100,100]","2026-08-18","Sitelinks, Image, Image pack, Video, Short videos, People also ask, Feature_34","commercial","Organic"
"結婚 式場","1","1","90500","42","1.47","https://zexy.net/wedding/tokyo/","4525","0.16","6651.00","0.37","140","[67,82,82,82,82,67,82,82,82,82,100,82]","2026-08-15","AI overview, Image, Image pack, Video, Short videos, People also ask, Local pack","commercial","Organic"
"2027 年 カレンダー","7","7","90500","26","1.30","https://zexy.net/man/rokki/cal/2027/","2715","0.1","3529.00","0.23","112","[20,25,37,45,55,67,81,81,100,100,100,100]","2026-08-18","Sitelinks, Image, Image pack, Video, Short videos","informational","Organic"
"ハート の 色 の 意味","5","5","90500","19","0.00","https://zexy.net/contents/lovenews/article.php?d=20241030","3620","0.13","0.00","0.33","124","[81,100,81,81,81,67,67,45,55,45,55,55]","2026-08-18","AI overview, Video, Video Carousel, Short videos, People also ask, Related searches, Twitter","informational","Organic"
"line アイコン","9","9","74000","32","0.72","https://zexy.net/contents/lovenews/article.php?d=20240130","666","0.02","479.00","0.33","174","[82,82,82,82,67,67,67,67,100,82,82,82]","2026-08-15","Sitelinks, AI overview, Image, Image pack, Short videos, People also ask","informational","Organic"
"ディープキス","9","9","74000","27","0.02","https://zexy.net/contents/lovenews/article.php?d=20240307","2220","0.08","44.00","0.33","90","[100,100,82,82,82,82,82,67,82,82,82,37]","2026-08-17","Sitelinks, AI overview, Video","informational","Organic"
"ボブ ヘア アレンジ","7","7","74000","36","0.00","https://zexy.net/mar/manual/guest_hairstyle/styling_bob.html","666","0.02","0.00","0.33","132","[100,100,100,82,67,67,67,67,82,67,67,67]","2026-08-14","Sitelinks, Image, Image pack, Video, Video Carousel, Short videos, People also ask, Related searches","informational","Organic"
"line の アイコン","9","9","74000","31","0.72","https://zexy.net/contents/lovenews/article.php?d=20240130","666","0.02","479.00","0.33","105","[82,82,82,82,67,67,67,67,100,82,82,82]","2026-08-17","AI overview, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"ディープ キス","7","7","74000","26","0.02","https://zexy.net/contents/lovenews/article.php?d=20240307","1850","0.06","37.00","0.33","86","[100,100,82,82,82,82,82,67,82,82,82,82]","2026-08-17","Sitelinks, AI overview, Video, Video Carousel","informational","Organic"
"メンヘラ と は","6","6","74000","24","0.00","https://zexy.net/contents/lovenews/article.php?d=20210120","2220","0.08","0.00","0","138","[82,82,100,100,100,82,55,67,82,55,45,45]","2026-08-18","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"ガーベラ 花 言葉","7","7","74000","21","0.01","https://zexy.net/contents/lovenews/article.php?d=20240805","2220","0.08","22.00","0.33","111","[37,45,55,55,55,45,55,67,100,67,55,45]","2026-08-14","AI overview, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"ヘア アレンジ ボブ","8","8","74000","36","0.00","https://zexy.net/mar/manual/guest_hairstyle/styling_bob.html","666","0.02","0.00","0.33","133","[100,100,100,82,67,67,67,67,82,67,67,67]","2026-08-17","Image, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"結婚 式 ご 祝儀 袋","1","1","60500","30","0.03","https://zexy.net/mar/manual/guest_gosyugi/chapter2.html","7865","0.28","235.00","0.2","198","[55,55,82,100,100,55,55,67,82,67,82,55]","2026-08-13","Sitelinks, AI overview, Image, Video, Short videos, People also ask","informational","Organic"
"プロポーズ","2","2","60500","23","0.89","https://zexy.net/mar/manual/ring_info/propose.html","3025","0.11","2692.00","0.23","130","[67,100,100,82,82,82,55,45,45,45,45,55]","2026-08-14","AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"ご 祝儀 袋","1","1","60500","25","0.08","https://zexy.net/mar/manual/guest_gosyugi/chapter2.html","28435","1.04","2274.00","0.49","199","[55,55,82,100,82,55,55,67,82,67,82,55]","2026-08-18","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask, Feature_34","commercial, informational","Organic"
"ふくさ","6","6","60500","33","0.08","https://zexy.net/mar/manual/guest_gosyugi/chapter3.html","1815","0.06","145.00","0.76","199","[67,82,100,100,100,82,100,82,100,100,100,82]","2026-08-14","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask, Feature_34","informational","Organic"
"ゼクシィ 付録","1","1","60500","33","0.76","https://zexy.net/mar/honshi/","28435","1.04","21610.00","0.12","162","[55,55,45,37,45,67,100,45,55,82,67,82]","2026-08-18","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask, Twitter","informational","Organic"
"月 が 綺麗 です ね","1","1","60500","35","0.23","https://zexy.net/contents/lovenews/article.php?d=20231108","5445","0.2","1252.00","0.33","130","[55,55,82,82,82,67,55,67,67,67,100,82]","2026-08-16","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"家 まで 送っ て いい です か","4","4","49500","20","0.00","https://zexy.net/contents/lovenews/article.php?d=20200430","3465","0.12","0.00","0.33","105","[82,67,55,82,82,82,100,67,67,67,67,55]","2026-08-18","Sitelinks","informational","Organic"
"カルティエ 婚約指輪","5","5","49500","48","0.30","https://zexy.net/ring/brand_c/cartier/engage/","495","0.01","148.00","0.29","159","[82,100,82,82,82,100,100,82,67,67,82,45]","2026-08-17","Sitelinks, Video, Short videos, People also ask, Twitter","informational","Organic"
"デジャブ と は","7","7","49500","34","0.00","https://zexy.net/contents/lovenews/article.php?d=20240416","1485","0.05","0.00","0.33","127","[100,100,100,67,67,82,100,67,82,67,82,82]","2026-08-17","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"赤口 と は","9","9","49500","29","0.03","https://zexy.net/article/app002507024/","445","0.01","13.00","0.07","101","[67,45,55,67,67,100,100,67,67,67,55,55]","2026-08-14","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"ハリー ウィンストン 結婚 指輪","6","6","49500","38","0.71","https://zexy.net/ring/brand_c/harrywinston/marriage/","297","0.01","210.00","0.32","165","[82,82,82,67,82,82,100,67,67,67,82,67]","2026-08-15","Sitelinks, AI overview, Image, Image pack, Short videos, People also ask, Twitter, Feature_34","commercial, informational","Organic"
"結婚 指輪 ブランド","9","9","49500","29","0.92","https://zexy.net/article/app000101446/","346","0.01","318.00","0.98","201","[82,82,82,82,82,100,100,67,82,67,82,82]","2026-08-16","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask, Feature_34","informational","Organic"
"カルティエ 婚約 指輪","6","6","49500","49","0.30","https://zexy.net/ring/brand_c/cartier/engage/","297","0.01","89.00","0.29","169","[82,100,82,82,82,100,100,82,67,67,82,67]","2026-08-18","Sitelinks, Image, Video, Short videos, People also ask, Feature_34","informational","Organic"
"問題","2","2","49500","53","2.11","https://zexy.net/contents/lovenews/article.php?d=20250521","4455","0.16","9400.00","0.33","135","[100,67,82,82,100,100,100,82,67,67,82,100]","2026-08-15","AI overview, Video, Short videos","informational","Organic"
"ダイヤモンド シライシ","4","4","49500","46","0.76","https://zexy.net/ring/c_7770036999/","297","0.01","225.00","0.33","115","[82,82,82,82,82,82,100,67,67,67,82,67]","2026-08-18","Sitelinks, Image, Short videos, People also ask, Local pack, Twitter","navigational","Organic"
"ミディアム ヘア アレンジ","6","6","49500","29","0.00","https://zexy.net/mar/manual/guest_hairstyle/styling_medium.html","1980","0.07","0.00","0.01","122","[100,100,82,82,67,67,55,67,82,67,67,67]","2026-08-14","Sitelinks, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"ティファニー 婚約 指輪","5","5","49500","45","1.18","https://zexy.net/ring/brand_c/tiffany/engage/","297","0.01","350.00","0.98","171","[82,100,82,82,82,82,100,67,67,67,82,82]","2026-08-16","Sitelinks, AI overview, Image, Image pack, Short videos, People also ask, Twitter, Feature_34","informational, navigational","Organic"
"傲慢","9","9","49500","43","0.00","https://zexy.net/contents/lovenews/article.php?d=20240703","445","0.01","0.00","0.33","105","[82,67,82,82,82,82,82,67,82,100,100,82]","2026-08-14","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask, Twitter","informational","Organic"
"ティファニー 結婚指輪","10","10","49500","49","0.88","https://zexy.net/ring/brand_c/tiffany/marriage/","89","0","78.00","0.58","166","[82,82,82,82,82,82,100,67,67,67,82,82]","2026-08-17","Sitelinks, Short videos, People also ask, Twitter, Feature_34","navigational, transactional","Organic"
"スパダリ と は","9","9","49500","36","0.00","https://zexy.net/contents/lovenews/article.php?d=20250311","445","0.01","0.00","0.33","105","[82,100,100,100,67,82,82,67,82,67,67,67]","2026-08-17","Sitelinks, AI overview, Image pack, Short videos, People also ask","informational","Organic"
"ミーハー と は","5","5","49500","34","0.00","https://zexy.net/contents/lovenews/article.php?d=20240415","1980","0.07","0.00","0.33","109","[67,82,67,67,67,82,67,67,82,82,82,100]","2026-08-15","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"蛙 化 現象","8","8","49500","34","0.00","https://zexy.net/contents/lovenews/article.php?d=20201019","1485","0.05","0.00","0.33","129","[82,82,100,82,67,67,82,82,67,67,82,100]","2026-08-14","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"究極 の 二 択","9","9","49500","24","0.00","https://zexy.net/contents/lovenews/article.php?d=20250306","1237","0.04","0.00","0.33","132","[82,82,82,100,100,100,82,82,100,67,67,67]","2026-08-14","AI overview, Video, Short videos, People also ask","informational","Organic"
"リボン 結び方","2","2","49500","27","0.00","https://zexy.net/article/app002011025/","643","0.02","0.00","0.33","111","[55,45,55,55,67,100,55,67,82,45,55,25]","2026-08-15","Image, Image pack, Video, Video Carousel, Short videos, People also ask, Related searches","informational, transactional","Organic"
"アラサー と は","3","3","49500","33","0.00","https://zexy.net/contents/lovenews/article.php?d=20220121","2475","0.09","0.00","0.33","111","[100,100,100,82,82,82,82,82,100,100,100,82]","2026-08-15","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"蛙化現象","7","7","49500","36","0.00","https://zexy.net/contents/lovenews/article.php?d=20201019","1485","0.05","0.00","0.33","128","[82,82,100,82,67,67,82,82,67,67,82,100]","2026-08-16","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"デジャブ","4","4","49500","48","0.20","https://zexy.net/contents/lovenews/article.php?d=20240416","1485","0.05","297.00","0.02","138","[100,100,100,100,82,100,100,82,100,82,100,100]","2026-08-16","Sitelinks, AI overview, Image pack, Video, Video Carousel, Short videos, People also ask, Twitter","informational","Organic"
"オワコン と は","10","9","40500","14","0.00","https://zexy.net/contents/lovenews/article.php?d=20240620","202","0","0.00","0.33","109","[67,82,82,67,67,67,67,67,67,55,55,100]","2026-08-18","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"仲人","7","7","40500","25","1.69","https://zexy.net/mar/manual/kiso_yuino/chapter12.html","1215","0.04","2053.00","0","787000","[6,7,13,30,30,25,25,37,37,30,45,100]","2026-08-17","Sitelinks, AI overview, Video, Short videos, People also ask, Twitter","informational","Organic"
"カップル","3","3","40500","49","0.96","https://zexy.net/contents/lovenews/article.php?d=20250930","2025","0.07","1944.00","0.33","138","[82,82,82,82,82,82,82,82,82,100,82,82]","2026-08-15","AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"シュール と は","6","6","40500","35","0.00","https://zexy.net/contents/lovenews/article.php?d=20240624","1215","0.04","0.00","0.33","112","[82,100,82,100,82,82,82,100,82,82,82,82]","2026-08-18","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"本籍 と は","10","10","40500","24","0.02","https://zexy.net/mar/manual/registration/honseki.html","364","0.01","7.00","0.33","120","[100,100,67,67,67,67,67,67,100,82,67,67]","2026-08-18","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"結婚 指輪 相場","10","10","40500","28","0.68","https://zexy.net/article/app002411019/","364","0.01","247.00","0.53","188","[82,82,82,82,82,82,100,82,82,67,82,82]","2026-08-17","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"結婚 指輪 相場","1","1","40500","28","0.68","https://zexy.net/mar/manual/ring_info/marriage_kiso_article1.html","3645","0.13","2478.00","0.53","188","[82,82,82,82,82,82,100,82,82,67,82,82]","2026-08-17","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"婚約 指輪 相場","1","1","40500","23","0.62","https://zexy.net/mar/manual/ring_info/article_154.html","5265","0.19","3264.00","0.53","188","[82,100,82,82,82,82,100,67,67,67,82,82]","2026-08-14","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"暇","10","10","40500","32","1.62","https://zexy.net/contents/lovenews/article.php?d=20240925","283","0.01","458.00","0.33","133","[82,82,100,100,100,100,100,100,100,82,100,100]","2026-08-18","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask, Twitter","informational","Organic"
"結婚 式 服装","2","2","40500","20","0.10","https://zexy.net/mar/manual/guest_dress/chapter2.html","2835","0.1","283.00","0.91","205","[67,82,100,82,82,45,67,55,67,67,67,55]","2026-08-17","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask, Feature_34","informational","Organic"
"アンニュイ と は","2","2","40500","37","0.00","https://zexy.net/contents/lovenews/article.php?d=20240422","2835","0.1","0.00","0.33","107","[67,67,82,82,67,67,82,67,82,82,100,82]","2026-08-15","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"エモ い","9","9","40500","34","0.00","https://zexy.net/contents/lovenews/article.php?d=20231128","364","0.01","0.00","0.33","129","[82,82,100,82,67,67,67,67,100,67,82,82]","2026-08-17","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"誠実 と は","5","5","40500","42","0.00","https://zexy.net/contents/lovenews/article.php?d=20240808","1620","0.05","0.00","0.33","110","[67,67,82,82,82,82,100,82,82,67,67,67]","2026-08-16","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"婚姻 届 証人","1","1","40500","20","0.08","https://zexy.net/article/app000000771/","3645","0.13","291.00","0.11","106","[100,82,100,100,100,100,100,82,82,82,82,82]","2026-08-16","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"心理 テスト 恋愛","10","10","40500","43","0.54","https://zexy.net/contents/lovenews/article.php?d=20230728","283","0.01","152.00","0.33","139","[100,82,100,82,82,67,82,67,82,67,82,82]","2026-08-16","Sitelinks, Video, Video Carousel, Short videos","informational","Organic"
"天邪鬼とは","9","9","40500","31","0.00","https://zexy.net/contents/lovenews/article.php?d=20231114","1012","0.03","0.00","0.33","112","[82,100,82,82,82,82,82,82,82,82,100,100]","2026-08-17","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"婚姻 届 書き方","1","1","40500","33","0.04","https://zexy.net/mar/manual/registration/marriage.html","19035","0.7","761.00","0.13","112","[100,82,82,82,100,82,82,100,100,82,82,82]","2026-08-14","Image, Image pack, Video, Short videos, People also ask, Ads bottom","informational","Organic"
"結婚 祝い お返し","4","4","40500","27","0.53","https://zexy.net/mar/manual/kiso_orei/chapter1.html","2025","0.07","1073.00","1","181","[82,100,67,67,82,82,100,67,82,67,67,55]","2026-08-14","Sitelinks, AI overview, Image, Video, Short videos, People also ask","informational","Organic"
"ライン アイコン","9","9","33100","31","0.00","https://zexy.net/contents/lovenews/article.php?d=20240130","165","0","0.00","0.33","170","[82,82,82,82,67,67,67,67,100,82,82,67]","2026-08-15","AI overview, Image, Image pack, Short videos, People also ask","informational","Organic"
"ブシュロン 結婚 指輪","9","9","33100","22","0.94","https://zexy.net/ring/brand_c/boucheron/marriage/","827","0.03","777.00","0.68","102","[82,82,82,82,82,100,100,82,82,82,100,100]","2026-08-17","Sitelinks, Image pack, Short videos, People also ask","informational","Organic"
"10 回 クイズ","1","1","33100","25","0.00","https://zexy.net/contents/lovenews/article.php?d=20250903","15557","0.57","0.00","0.33","126","[100,100,67,67,67,67,67,55,67,55,45,45]","2026-08-18","Sitelinks, Video, Video Carousel, Short videos, People also ask, Related searches","informational","Organic"
"with the style fukuoka","8","8","33100","55","0.38","https://zexy.net/wedding/c_7770009721/mapTel/","993","0.03","377.00","0.09","108","[82,100,100,100,100,100,82,100,100,100,100,100]","2026-08-18","Image, Video, Short videos, People also ask, Local pack, Twitter","navigational","Organic"
"婚姻 届 ダウンロード","8","8","33100","48","0.25","https://zexy.net/article/applm2509030/","993","0.03","248.00","0.13","106","[100,82,82,82,82,82,100,82,82,67,67,82]","2026-08-17","Sitelinks, AI overview, Image, Short videos, People also ask","informational","Organic"
"蛙化とは","9","9","33100","35","0.00","https://zexy.net/contents/lovenews/article.php?d=20201019","827","0.03","0.00","0.33","128","[55,55,100,55,45,55,67,67,67,55,67,100]","2026-08-17","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"ブーケ","5","5","33100","33","0.19","https://zexy.net/mar/manual/flower_kiso/chapter1.html","993","0.03","188.00","0.42","200","[55,55,55,55,55,55,67,82,100,67,67,55]","2026-08-14","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask, Feature_34","commercial, informational","Organic"
"傲慢 と は","1","1","33100","43","0.00","https://zexy.net/contents/lovenews/article.php?d=20240703","2979","0.1","0.00","0.33","104","[67,67,67,67,67,67,67,67,82,82,100,100]","2026-08-17","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"彼女","4","4","33100","47","1.89","https://zexy.net/contents/lovenews/article.php?d=20251111","993","0.03","1876.00","0.01","131","[100,100,100,82,100,82,82,82,82,82,100,82]","2026-08-17","Sitelinks, AI overview, Image, Video, Video Carousel, Short videos, People also ask, Twitter","informational","Organic"
"アンニュイ","8","8","33100","35","0.00","https://zexy.net/contents/lovenews/article.php?d=20240422","993","0.03","0.00","0.33","111","[100,100,100,100,82,82,100,82,100,100,100,100]","2026-08-18","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"背徳 感 と は","3","3","33100","36","0.00","https://zexy.net/contents/lovenews/article.php?d=20240125","1324","0.04","0.00","0.33","103","[55,55,13,20,16,67,67,67,67,100,82,82]","2026-08-18","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"結婚 式 持ち物","2","2","33100","20","0.01","https://zexy.net/mar/manual/guest_dress/chapter3.html","2317","0.08","23.00","0.13","112","[45,45,82,100,100,55,45,67,82,55,82,55]","2026-08-15","AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"白 無垢","5","5","33100","33","1.10","https://zexy.net/article/app002512001/","1324","0.04","1456.00","0.03","188","[67,82,82,100,82,67,82,67,82,67,82,82]","2026-08-18","Sitelinks, AI overview, Image, Video, Short videos, People also ask, Knowledge panel","informational","Organic"
"つく おき","10","10","33100","42","1.57","https://zexy.net/article/app000100616/","33","0","51.00","0.08","0","[100,82,100,100,82,67,82,82,82,82,82,82]","2026-08-14","Sitelinks, Video, Short videos, People also ask, Popular products","informational, navigational","Organic"
"内祝い と は","6","6","33100","21","0.08","https://zexy.net/article/app000100028/","993","0.03","79.00","0.25","115","[82,100,100,100,100,100,100,82,100,100,100,100]","2026-08-15","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"結納 と は","1","1","33100","22","0.06","https://zexy.net/mar/manual/kiso_yuino/","4303","0.15","258.00","0.22","123","[67,67,67,67,67,55,100,55,67,55,67,67]","2026-08-16","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"リアコ と は","8","8","33100","25","0.00","https://zexy.net/contents/lovenews/article.php?d=20240313","993","0.03","0.00","0.33","117","[100,100,82,100,82,100,100,82,100,100,100,67]","2026-08-14","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"ティファニー 婚約指輪","6","6","33100","50","1.18","https://zexy.net/ring/brand_c/tiffany/engage/","198","0","233.00","0.98","173","[82,100,82,82,82,82,100,67,67,67,82,67]","2026-08-17","Sitelinks, AI overview, Short videos, People also ask","commercial, informational","Organic"
"倦怠期 と は","5","5","33100","27","0.00","https://zexy.net/contents/lovenews/article.php?d=20190819","1324","0.04","0.00","0.33","121","[100,100,100,100,82,82,100,67,82,82,100,100]","2026-08-14","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"結婚 式 スーツ","3","3","33100","25","0.59","https://zexy.net/mar/manual/guest_dress/chapter2.html","2317","0.08","1367.00","0.73","208","[67,67,100,100,82,55,82,82,82,82,82,67]","2026-08-16","Sitelinks, Image, Image pack, Video, Short videos, People also ask, Feature_34","commercial","Organic"
"あざとい","6","4","33100","48","0.00","https://zexy.net/contents/lovenews/article.php?d=20200219","993","0.03","0.00","0.33","131","[100,100,82,82,82,82,100,82,67,55,55,55]","2026-08-18","Sitelinks, AI overview, Video, Short videos, People also ask, Twitter","informational","Organic"
"ショーメ 結婚 指輪","3","3","27100","22","0.26","https://zexy.net/ring/brand_c/chaumet/marriage/","1355","0.04","352.00","0.21","102","[100,67,82,67,67,67,67,55,67,67,67,67]","2026-08-17","Sitelinks, AI overview, Short videos, People also ask, Twitter","informational","Organic"
"先負","10","10","27100","30","0.19","https://zexy.net/article/app002504006/","189","0","35.00","0.33","107","[82,100,100,82,82,100,100,67,82,67,55,55]","2026-08-18","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
