"Keyword","Position","Previous position","Search Volume","Keyword Difficulty","CPC","URL","Traffic","Traffic (%)","Traffic Cost","Competition","Number of Results","Trends","Timestamp","SERP Features by Keyword","Keyword Intents","Position Type"
"お守り キャラクター","1","1","1600","23","0.00","https://dressy.pla-cole.wedding/characteromamori/","752","0.34","0.00","0.02","124","[67,67,42,67,67,54,54,100,42,42,67,79]","2026-07-08","Sitelinks, Image, Image pack, Video, Short videos, People also ask, Feature_34","informational, transactional","Organic"
"dressy","1","1","880","50","0.38","https://weddingdress.pla-cole.wedding/","704","0.31","267.00","0.19","172","[55,68,68,68,77,77,77,100,55,100,55,55]","2026-07-19","Sitelinks, Video, Video Carousel, Short videos, People also ask, Knowledge panel, Twitter","informational","Organic"
"神奈川 方言","1","1","5400","16","0.00","https://dressy.pla-cole.wedding/kanagawa-hougen/","702","0.31","0.00","0.33","102","[44,55,55,67,100,55,44,55,44,44,55,55]","2026-07-09","Sitelinks, AI overview, Image, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"ハート 色 意味","2","2","9900","26","0.00","https://dressy.pla-cole.wedding/heart-color-means/","693","0.31","0.00","0.33","120","[82,100,82,82,82,67,67,55,67,55,67,67]","2026-08-17","AI overview, Image, Video, Short videos, People also ask","informational","Organic"
"いないいないばあ 歴代","3","3","9900","25","0.00","https://dressy.pla-cole.wedding/inaiinaiba/","693","0.31","0.00","0.33","96","[20,24,24,16,20,13,13,11,37,100,55,45]","2026-08-14","AI overview, Image, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"名古屋 駅 モーニング","9","9","22200","29","0.00","https://dressy.pla-cole.wedding/nagoya-morning-cafe/","666","0.3","0.00","0.02","132","[82,100,100,100,100,82,82,100,100,82,100,82]","2026-08-16","Sitelinks, Video, Short videos, Local pack, Twitter","commercial","Organic"
"長野 アフタヌーン ティー","1","1","1300","27","0.00","https://dressy.pla-cole.wedding/nagano-afternoon-tea/","611","0.27","0.00","0.01","106","[53,46,46,46,53,68,84,100,84,68,68,68]","2026-07-06","Image, Video, Short videos, Local pack","commercial","Organic"
"伊原葵 旦那","1","1","1300","29","0.00","https://dressy.pla-cole.wedding/ihara-aoi-kekkon/","611","0.27","0.00","0.33","62","[3,5,2,3,3,4,100,44,16,9,16,16]","2026-07-23","Video, Short videos, People also ask","informational","Organic"
"新潟 駅 居酒屋","4","4","12100","38","0.09","https://dressy.pla-cole.wedding/niigata-izakaya/","605","0.27","54.00","0.14","137","[82,100,82,82,82,100,67,67,82,67,67,67]","2026-08-15","Image, Video, Short videos, Local pack, Twitter","commercial","Organic"
"鹿児島 弁","3","3","12100","23","0.00","https://dressy.pla-cole.wedding/kagoshima-hougen/","605","0.27","0.00","0.33","125","[55,55,82,100,45,45,45,55,55,55,55,55]","2026-08-18","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask, Twitter","informational","Organic"
"堀 島 行 真 結婚","1","1","4400","38","0.00","https://dressy.pla-cole.wedding/horishimaikuma-sumiyoshikisara/","572","0.25","0.00","0.33","80","[0,0,0,0,0,1,3,100,1,0,0,0]","2026-08-09","AI overview, Image, Image pack, Short videos, People also ask","informational","Organic"
"結婚 芸能人","7","7","22200","36","0.00","https://dressy.pla-cole.wedding/korean-actress/","555","0.25","0.00","0.33","152","[24,24,20,16,20,82,100,45,24,30,16,20]","2026-08-17","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"関 ジャニ メンバー","6","6","18100","45","0.00","https://dressy.pla-cole.wedding/super-eight-members-marriage/","543","0.24","0.00","0.33","136","[37,100,55,30,30,30,30,24,30,24,37,37]","2026-08-14","Sitelinks, Image pack, Video, Short videos, People also ask, Knowledge panel","informational, transactional","Organic"
"りく りゅう 結婚","5","5","12100","28","0.00","https://dressy.pla-cole.wedding/figure-skating/","484","0.21","0.00","0.33","124","[0,0,0,0,0,0,0,0,0,0,1,100]","2026-08-15","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"知念 侑李 結婚","1","1","1000","27","0.00","https://dressy.pla-cole.wedding/hey-say-jump-member-mariage/","470","0.21","0.00","0.33","68","[16,11,9,6,9,100,20,20,36,13,16,13]","2026-07-11","AI overview, Image, Image pack, Short videos, People also ask","informational","Organic"
"なんでも 券 アイデア","1","1","1000","27","0.00","https://dressy.pla-cole.wedding/nandemo-ticket/","470","0.21","0.00","0.01","53","[62,62,62,81,45,62,100,55,45,55,45,55]","2026-07-09","Sitelinks, AI overview, Image pack, Video, Short videos","informational","Organic"
"和歌山 弁","1","1","3600","17","0.00","https://dressy.pla-cole.wedding/wakayama-hougen/","468","0.21","0.00","0.33","125","[82,82,82,82,100,66,66,82,82,82,82,82]","2026-07-14","Sitelinks, AI overview, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"中村 獅童 嫁","1","1","3600","43","0.00","https://dressy.pla-cole.wedding/shidonakamura-saori/","468","0.21","0.00","0.33","86","[36,6,6,5,10,20,100,16,24,9,4,20]","2026-07-07","AI overview, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"工場 直売","10","10","33100","24","0.00","https://dressy.pla-cole.wedding/kansai-factory-direct-sales/","430","0.19","0.00","0.01","131","[55,67,67,67,67,67,67,82,82,82,100,82]","2026-08-14","Sitelinks, Image, Video, Short videos, Local pack","commercial","Organic"
"プラコレ","1","1","880","38","3.22","https://pla-cole.wedding/","413","0.18","1329.00","0.01","126","[100,88,100,88,88,88,72,88,59,88,88,88]","2026-07-07","Video, Short videos, People also ask, Knowledge panel, Twitter","informational, transactional","Organic"
"岐阜 アフタヌーン ティー","1","1","880","21","0.00","https://dressy.pla-cole.wedding/afternoontea/","413","0.18","0.00","0.33","57","[88,100,100,100,88,88,88,88,100,100,88,88]","2026-07-23","Image, Short videos, Local pack, Twitter","commercial","Organic"
"小川 沙織","2","2","8100","24","0.00","https://dressy.pla-cole.wedding/shidonakamura-saori/","405","0.18","0.00","0.33","83","[13,13,11,20,24,100,24,30,16,11,24,20]","2026-08-19","Image, Video, Short videos, People also ask, Knowledge panel, Twitter, Refine this search","informational","Organic"
"岡山 弁","4","4","8100","18","0.00","https://dressy.pla-cole.wedding/okayama-hougen/","405","0.18","0.00","0.33","131","[67,82,82,100,67,67,67,82,67,67,67,67]","2026-08-13","Sitelinks, AI overview, Video, Short videos, People also ask, Related searches","informational","Organic"
"魔女 の 宅急便 舞台","3","3","8100","28","0.00","https://dressy.pla-cole.wedding/ghibli-kiki/","405","0.18","0.00","0.33","121","[24,24,24,30,16,16,16,13,20,13,100,16]","2026-08-17","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"谷奥えま 結婚","4","4","8100","31","0.00","https://dressy.pla-cole.wedding/yamaguchidaichi-taniokuema/","405","0.18","0.00","0","31","[0,0,0,0,0,0,0,0,0,0,0,100]","2026-08-17","Short videos, People also ask","informational","Organic"
"遅く まで やっ てる カフェ","3","3","4400","33","0.00","https://dressy.pla-cole.wedding/yokohama-night-cafe/","396","0.17","0.00","0.04","137","[82,100,82,82,82,100,82,82,100,100,100,100]","2026-07-24","Video, Short videos, People also ask, Twitter","informational","Organic"
"プラコレ ウェディング","1","1","480","24","2.96","https://pla-cole.wedding/","384","0.17","1136.00","0.13","0","[44,54,54,54,54,54,82,54,82,100,82,82]","2026-08-07","Sitelinks, Video, Short videos, People also ask, Knowledge panel","navigational","Organic"
"愛知 方言","2","2","5400","14","0.00","https://dressy.pla-cole.wedding/aichi-hougen/","378","0.17","0.00","0.33","127","[55,55,55,67,100,55,44,55,55,55,55,55]","2026-07-05","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"俳優勝矢 真風涼帆 結婚","3","3","5400","38","0.00","https://dressy.pla-cole.wedding/makazesuzuho-katsuya/","378","0.17","0.00","0","104","[0,0,0,0,0,0,0,0,0,0,0,100]","2026-07-23","AI overview, Video, Short videos, People also ask","informational","Organic"
"神奈川 県 方言","1","1","2900","17","0.00","https://dressy.pla-cole.wedding/kanagawa-hougen/","377","0.17","0.00","0.33","101","[20,20,23,54,100,44,23,23,23,20,20,23]","2026-07-07","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"埼玉 弁","1","1","2900","15","0.00","https://dressy.pla-cole.wedding/saitama-hougen-kawaii/2/","377","0.17","0.00","0.33","88","[44,44,54,67,100,54,54,54,44,44,44,54]","2026-07-08","Sitelinks, AI overview, Image, Video, Short videos, People also ask","informational","Organic"
"新潟 居酒屋","8","8","12100","41","0.14","https://dressy.pla-cole.wedding/niigata-izakaya/","363","0.16","50.00","0.05","138","[82,100,67,67,82,100,67,67,67,67,67,67]","2026-08-18","Image, Video, Short videos, Local pack","commercial","Organic"
"e girls メンバー","6","6","12100","41","0.00","https://dressy.pla-cole.wedding/e-girls-member-mariage/","363","0.16","0.00","0","129","[20,24,13,20,16,24,100,30,20,30,24,30]","2026-08-18","Sitelinks, Image, Image pack, Video, Short videos, People also ask, Knowledge panel","informational, transactional","Organic"
"間宮 祥 太朗 結婚","6","6","12100","33","0.00","https://dressy.pla-cole.wedding/shotaro-mamiya/","363","0.16","0.00","0.33","99","[20,30,30,55,67,100,20,11,20,20,30,9]","2026-08-14","AI overview, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"結婚 式 受付 名簿","1","1","720","14","0.00","https://dressy.pla-cole.wedding/uketsukemeibo/","338","0.15","0.00","0.01","60","[72,72,88,100,88,39,59,59,72,72,59,48]","2026-07-27","Sitelinks, Image pack, Short videos","informational","Organic"
"クリスマス ケーキ 広島","1","1","720","21","0.00","https://dressy.pla-cole.wedding/hiroshima-xmas-cake/","338","0.15","0.00","0.33","113","[0,0,0,3,24,100,100,0,0,0,0,0]","2026-06-28","Sitelinks, Video, Short videos, People also ask, Local pack","commercial","Organic"
"松尾 悠花 プロフィール","1","1","720","35","0.00","https://dressy.pla-cole.wedding/matsuo-haruka-kekkon/2/","338","0.15","0.00","0","68","[5,84,100,84,68,25,31,14,14,17,25,14]","2026-07-21","Featured snippet, Image, Video, Short videos, People also ask","informational","Organic"
"夫婦 youtuber","1","1","720","36","0.00","https://dressy.pla-cole.wedding/couple-youtuber/","338","0.15","0.00","0.33","151","[4,4,100,4,3,5,3,3,3,3,4,5]","2026-07-01","AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"平野歩夢 結婚","4","4","6600","29","0.00","https://dressy.pla-cole.wedding/ayumu_hirano/2/","330","0.14","0.00","0.33","106","[3,1,1,0,0,1,0,1,1,6,7,100]","2026-08-14","AI overview, Video, Short videos, People also ask","informational","Organic"
"横浜 夜 カフェ","2","2","3600","31","0.22","https://dressy.pla-cole.wedding/yokohama-night-cafe/","324","0.14","71.00","0.03","120","[82,82,100,82,82,82,82,66,66,82,66,82]","2026-07-07","Sitelinks, Video, Short videos, Local pack, Twitter","commercial","Organic"
"最近 結婚 した 芸能人","5","5","8100","43","0.00","https://dressy.pla-cole.wedding/2021kamihanki-marriage-geinou/","324","0.14","0.00","0.33","122","[30,67,36,24,24,67,100,100,55,82,36,30]","2026-08-15","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"埼玉 県 方言","1","1","2400","15","0.00","https://dressy.pla-cole.wedding/saitama-hougen-kawaii/2/","312","0.14","0.00","0.33","88","[16,16,20,54,100,36,23,20,20,16,16,20]","2026-07-13","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"魔女 の 宅急便 モデル の 街","1","1","2400","15","0.00","https://dressy.pla-cole.wedding/ghibli-kiki/","312","0.14","0.00","0.33","102","[6,6,9,11,6,6,6,6,16,7,100,20]","2026-07-26","AI overview, Image, Video, Video Carousel, Short videos, People also ask, Related searches","informational","Organic"
"バチェロレッテ 歴代","1","1","2400","25","0.00","https://dressy.pla-cole.wedding/bacherorette/","312","0.14","0.00","0.33","101","[5,2,1,1,1,1,1,1,5,11,100,13]","2026-08-18","AI overview, Image pack, Video, Short videos, People also ask, Twitter","informational","Organic"
"ハート 色 意味一覧","2","2","4400","17","0.00","https://dressy.pla-cole.wedding/heart-color-means/","308","0.13","0.00","0.33","120","[100,100,67,67,67,67,55,44,55,44,44,44]","2026-07-26","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"関西 流し そうめん","3","3","4400","29","0.00","https://dressy.pla-cole.wedding/osaka-nagashisomen/","308","0.13","0.00","0.33","166","[100,67,11,1,0,0,1,1,1,7,24,24]","2026-07-25","Video, Short videos, People also ask, Local pack, Twitter","commercial","Organic"
"広島 かき氷","3","3","4400","25","0.00","https://dressy.pla-cole.wedding/hiroshima-kakigori/","308","0.13","0.00","0.33","118","[30,100,82,20,5,2,1,2,2,2,4,13]","2026-07-07","Video, Short videos, Local pack, Twitter","commercial","Organic"
"かき氷 広島","3","3","4400","21","0.00","https://dressy.pla-cole.wedding/hiroshima-kakigori/","308","0.13","0.00","0.33","122","[100,82,20,5,2,1,2,2,2,4,13,20]","2026-08-06","Sitelinks, Video, Video Carousel, Short videos, Local pack, Twitter","commercial","Organic"
"真風涼帆 結婚","2","2","4400","33","0.00","https://dressy.pla-cole.wedding/makazesuzuho-katsuya/","308","0.13","0.00","0","103","[0,0,0,0,0,0,0,0,0,0,0,100]","2026-07-07","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"居酒屋 新潟","9","9","12100","38","0.14","https://dressy.pla-cole.wedding/niigata-izakaya/","302","0.13","42.00","0.05","137","[82,100,67,67,82,100,67,67,67,67,67,67]","2026-08-14","Image, Video, Short videos, People also ask, Local pack","commercial","Organic"
"横山 裕 結婚 相手","8","8","12100","29","0.00","https://dressy.pla-cole.wedding/super-eight-members-marriage/","302","0.13","0.00","0.33","90","[11,37,100,2,1,5,1,0,0,0,1,0]","2026-08-16","AI overview, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"夫婦 の 営み","9","9","12100","53","0.00","https://dressy.pla-cole.wedding/yorunoitonami/","302","0.13","0.00","0.33","99","[100,100,82,45,37,30,30,24,24,24,24,20]","2026-08-16","Sitelinks, AI overview, People also ask","informational","Organic"
"水色 ハート 意味","9","9","12100","22","0.00","https://dressy.pla-cole.wedding/heart-color-means/","302","0.13","0.00","0.33","120","[82,100,67,30,30,55,55,45,55,55,67,67]","2026-08-16","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"りく りゅう 結婚 いつ","8","8","9900","41","0.00","https://dressy.pla-cole.wedding/figure-skating/","297","0.13","0.00","0.33","115","[0,0,0,0,0,0,0,100,37,24,37,2]","2026-08-13","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"ピン札 どこで","8","10","9900","24","0.00","https://dressy.pla-cole.wedding/shinsatsu-youi/","297","0.13","0.00","0.33","98","[45,36,55,82,30,100,55,67,36,55,55,45]","2026-08-19","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"木原龍一 結婚してる","7","7","9900","41","0.00","https://dressy.pla-cole.wedding/figure-skating/","297","0.13","0.00","0.33","115","[1,1,1,1,0,0,0,37,82,100,82,20]","2026-08-15","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"神奈川 縁結び 神社","1","1","590","17","0.00","https://dressy.pla-cole.wedding/renai-joju/","277","0.12","0.00","0.33","100","[48,59,59,59,59,88,100,48,48,39,59,39]","2026-08-17","Sitelinks, Image, Video, Short videos, People also ask, Knowledge panel","informational","Organic"
"夜 カフェ 岡山","5","5","6600","35","0.00","https://dressy.pla-cole.wedding/okayama-yorucafe/","264","0.11","0.00","0.07","132","[82,100,82,82,82,82,67,55,67,55,67,55]","2026-08-13","Image, Video, Short videos, People also ask, Local pack, Twitter","commercial","Organic"
"岡山 夜 カフェ","5","4","6600","35","0.00","https://dressy.pla-cole.wedding/okayama-yorucafe/","264","0.11","0.00","0.07","132","[82,100,82,82,82,82,67,55,67,55,67,55]","2026-08-19","Video, Short videos, People also ask, Local pack, Twitter","commercial","Organic"
"オレンジ ハート 意味","5","4","6600","21","0.00","https://dressy.pla-cole.wedding/heart-color-means/","264","0.11","0.00","0.33","117","[100,100,67,81,100,81,81,67,67,67,67,67]","2026-08-19","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"和歌山 かき氷","2","2","2900","21","0.00","https://dressy.pla-cole.wedding/wakayama-kakigori/","261","0.11","0.00","0.03","120","[30,100,100,20,2,1,1,1,1,1,3,11]","2026-07-13","Sitelinks, Image, Video, Short videos, People also ask, Local pack, Twitter","commercial","Organic"
"愛知 県 方言","2","2","3600","17","0.00","https://dressy.pla-cole.wedding/aichi-hougen/","252","0.11","0.00","0.33","128","[29,29,29,44,100,36,24,29,36,29,24,24]","2026-07-08","Sitelinks, AI overview, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"岡山 方言","2","2","3600","23","0.00","https://dressy.pla-cole.wedding/okayama-hougen/","252","0.11","0.00","0.33","1130","[67,67,67,81,100,67,54,67,81,54,67,67]","2026-07-08","Sitelinks, AI overview, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"おしゃれな 花屋","3","3","3600","22","0.35","https://dressy.pla-cole.wedding/aichi-flowershop/","252","0.11","88.00","0.56","213","[54,44,54,54,54,54,54,67,67,100,67,100]","2026-07-07","Sitelinks, Image, Video, Short videos, People also ask, Local pack, Twitter","commercial","Organic"
"宮城 方言","2","2","3600","15","0.00","https://dressy.pla-cole.wedding/miyagi-hougen/","252","0.11","0.00","0.33","116","[67,54,67,81,100,67,54,67,81,67,54,67]","2026-07-04","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"藤原望未","3","3","3600","34","0.00","https://dressy.pla-cole.wedding/sugisakikenya-fujiwaranozomi/","252","0.11","0.00","0","77","[6,9,9,5,5,3,4,7,6,16,6,100]","2026-07-09","Video, Video Carousel, Short videos, People also ask","informational","Organic"
"兵庫 方言","1","1","1900","15","0.00","https://dressy.pla-cole.wedding/hyogo-hougen/","247","0.11","0.00","0.33","115","[55,55,66,83,100,66,55,66,66,55,55,55]","2026-07-07","Sitelinks, AI overview, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"和歌山 方言","1","1","1900","18","0.00","https://dressy.pla-cole.wedding/wakayama-hougen/","247","0.11","0.00","0.33","126","[66,66,66,83,100,55,55,66,83,55,66,66]","2026-07-09","Sitelinks, AI overview, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"神奈川 弁","1","1","1900","22","0.00","https://dressy.pla-cole.wedding/kanagawa-hougen/","247","0.11","0.00","0.33","106","[53,53,53,67,100,53,44,53,53,44,44,44]","2026-07-07","Sitelinks, AI overview, Image, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"イー ガールズ メンバー","7","11","8100","32","0.00","https://dressy.pla-cole.wedding/e-girls-member-mariage/","243","0.11","0.00","0.33","126","[16,30,55,82,55,82,67,45,45,67,55,100]","2026-08-18","Sitelinks, Image, Image pack, Video, Short videos, People also ask, Knowledge panel","informational, transactional","Organic"
"婚姻 届 かわいい","8","8","8100","34","0.46","https://weddingdress.pla-cole.wedding/c/marriage-certificate","243","0.11","111.00","0.61","179","[100,82,82,82,82,67,82,67,67,67,67,82]","2026-08-13","Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"星座 一覧 誕生 日","7","9","8100","25","0.00","https://dressy.pla-cole.wedding/star-2/","243","0.11","0.00","0.33","109","[36,30,45,45,55,55,100,67,55,45,45,45]","2026-08-19","AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"可愛い 婚姻 届","9","8","8100","36","0.46","https://weddingdress.pla-cole.wedding/c/marriage-certificate","243","0.11","111.00","0.61","181","[100,82,82,82,82,67,82,67,67,67,67,82]","2026-08-19","Sitelinks, Image, Video, Short videos, People also ask","informational","Organic"
"モーニング 岡山","9","9","8100","29","0.00","https://dressy.pla-cole.wedding/okayama-morningcafe/","243","0.11","0.00","0.02","134","[82,100,82,82,67,67,67,67,67,67,67,67]","2026-08-12","Image, Video, Short videos, Local pack, Twitter","commercial","Organic"
"三河 弁","5","5","8100","19","0.00","https://dressy.pla-cole.wedding/aichi-hougen/","243","0.11","0.00","0.33","125","[82,82,67,82,67,67,67,100,100,67,82,67]","2026-08-16","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"佐藤 ありさ","9","9","18100","45","0.00","https://dressy.pla-cole.wedding/arisa-sato/","235","0.1","0.00","0.33","126","[37,45,37,100,20,30,30,20,30,20,37,67]","2026-08-17","Image, Video, Short videos, People also ask, Knowledge panel","informational","Organic"
"長野 県 アフタヌーン ティー","1","1","480","26","0.00","https://dressy.pla-cole.wedding/nagano-afternoon-tea/","225","0.1","0.00","0.33","108","[82,67,82,82,54,54,67,67,100,67,67,67]","2026-08-02","Image, Video, Short videos, People also ask, Local pack","commercial","Organic"
"婚約 指輪 芸能人","1","1","480","22","1.84","https://dressy.pla-cole.wedding/ring-entertainer/","225","0.1","414.00","0.04","110","[81,81,81,81,81,81,100,81,66,54,54,66]","2026-07-28","Sitelinks, AI overview, Image, Video, Short videos, People also ask","informational","Organic"
"千葉 方言","4","4","4400","16","0.00","https://dressy.pla-cole.wedding/hiba-hougen/","220","0.09","0.00","0.33","89","[44,54,67,100,67,44,54,54,54,44,44,30]","2026-07-25","Sitelinks, AI overview, Image pack, Video, Video Carousel, Short videos, People also ask, Twitter","informational","Organic"
"流し そうめん 関西","3","3","4400","21","0.00","https://dressy.pla-cole.wedding/osaka-nagashisomen/","220","0.09","0.00","0.33","166","[45,100,67,11,1,0,0,1,1,1,7,24]","2026-07-09","Sitelinks, AI overview, Image, Video, Short videos, Local pack, Twitter","commercial","Organic"
"富山 弁","4","4","4400","22","0.00","https://dressy.pla-cole.wedding/toyama-hougen/","220","0.09","0.00","0.33","127","[54,54,54,67,100,44,44,54,54,54,54,54]","2026-07-09","AI overview, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"長野 方言","3","3","4400","29","0.00","https://dressy.pla-cole.wedding/nagano-hougen/","220","0.09","0.00","0.33","119","[54,54,54,67,100,54,54,54,44,44,54,54]","2026-07-05","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"絵文字 ハート 意味","4","4","4400","18","0.00","https://dressy.pla-cole.wedding/heart-color-means/","220","0.09","0.00","0.33","115","[81,100,81,81,81,81,67,67,67,81,67,67]","2026-07-14","Sitelinks, Image, Image pack, Video, Short videos, People also ask, Related searches","informational","Organic"
"東京 方言","3","3","4400","16","0.00","https://dressy.pla-cole.wedding/tokyo-hougen/","220","0.09","0.00","0.33","109","[36,29,36,67,100,44,29,29,44,29,29,29]","2026-07-08","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask, Twitter","informational","Organic"
"瓜田レイア","4","4","4400","40","0.00","https://dressy.pla-cole.wedding/uritareia-marriage/","220","0.09","0.00","0","123","[36,19,13,36,44,16,19,36,67,36,100,82]","2026-07-13","AI overview, Video, Short videos, People also ask","informational","Organic"
"兵庫 流し そうめん","2","2","2400","22","0.00","https://dressy.pla-cole.wedding/hyogo-nagashisomen/","216","0.09","0.00","0.33","96","[36,100,82,10,2,1,1,1,1,1,9,19]","2026-07-07","Sitelinks, Image, Video, Short videos, People also ask, Local pack, Twitter","commercial","Organic"
