"Keyword","Position","Previous position","Search Volume","Keyword Difficulty","CPC","URL","Traffic","Traffic (%)","Traffic Cost","Competition","Number of Results","Trends","Timestamp","SERP Features by Keyword","Keyword Intents","Position Type"
"7777 エンジェルナンバー","6","6","22200","21","0.00","https://life.saisoncard.co.jp/post/saki13/","666","0.28","0.00","0.33","119","[100,100,100,100,82,82,82,100,100,100,100,100]","2026-08-26","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"親戚","5","5","22200","27","0.00","https://life.saisoncard.co.jp/post/c3092/","666","0.28","0.00","0.33","127","[67,82,67,67,67,82,100,55,55,55,67,67]","2026-08-28","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"7777 エンジェル ナンバー","6","6","22200","20","0.00","https://life.saisoncard.co.jp/post/saki13/","666","0.28","0.00","0.33","118","[100,100,100,100,82,82,82,100,100,100,100,100]","2026-08-28","Sitelinks, AI overview, Image, Video, Short videos, People also ask","informational","Organic"
"宝くじ ネット","8","7","110000","65","0.14","https://life.saisoncard.co.jp/post/c17/","660","0.28","92.00","0.18","0","[81,81,81,81,67,100,81,67,81,67,67,67]","2026-08-29","Sitelinks, Short videos, People also ask","navigational","Organic"
"ダニ が いるか わかる 方法","1","1","9900","20","0.13","https://life.saisoncard.co.jp/post/c1285/","651","0.27","84.00","0.28","111","[100,100,82,45,20,13,11,9,13,24,45,45]","2026-08-28","Sitelinks, AI overview, Video, Short videos, People also ask","informational","SERP Feature"
"手術 同意 書","1","1","1300","20","0.00","https://life.saisoncard.co.jp/post/c2912/","611","0.26","0.00","0.01","75","[81,81,62,81,81,81,81,81,100,100,100,81]","2026-07-18","Image pack, Video, Short videos, People also ask","informational","Organic"
"検査 入院 と は","1","1","4400","18","0.00","https://life.saisoncard.co.jp/post/c3059/","572","0.24","0.00","0.33","103","[100,100,100,100,81,81,81,81,81,81,81,81]","2026-07-07","AI overview, Image pack, Short videos, People also ask","informational","Organic"
"周辺 の スーパー","1","1","12100","32","0.00","https://life.saisoncard.co.jp/post/crc0092/","544","0.23","0.00","0.02","91900000","[67,100,67,67,67,67,67,55,82,67,82,67]","2026-08-26","Video, Short videos, People also ask, Local pack","commercial","SERP Feature"
"5555 エンジェルナンバー","8","7","18100","19","0.00","https://life.saisoncard.co.jp/post/saki09/","543","0.23","0.00","0.33","116","[100,100,100,100,100,100,100,100,100,100,100,100]","2026-08-30","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"手相","14","14","135000","37","0.35","https://life.saisoncard.co.jp/post/c697/","540","0.23","189.00","0.01","126","[82,82,82,82,67,82,100,67,67,67,82,67]","2026-08-24","Sitelinks, AI overview, Video, Short videos, People also ask, Knowledge panel","informational","Organic"
"検査 入院 と は","1","1","4400","18","0.00","https://life.saisoncard.co.jp/post/c3059/","506","0.21","0.00","0.33","103","[100,100,100,100,81,81,81,81,81,81,81,81]","2026-07-07","AI overview, Image pack, Short videos, People also ask","informational","SERP Feature"
"ユーチューブ ログイン","1","1","22200","43","0.00","https://life.saisoncard.co.jp/post/mi9-4/","497","0.21","0.00","0.33","108","[100,100,100,100,82,100,100,100,100,82,100,82]","2026-08-26","AI overview, Video, Video Carousel, Short videos, People also ask, Twitter","informational","SERP Feature"
"アップル ペイ チャージ","1","1","4400","54","0.25","https://life.saisoncard.co.jp/post/c2383/","492","0.21","123.00","0.13","118","[81,81,100,67,81,67,100,100,81,81,100,81]","2026-07-07","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","SERP Feature"
"検査 入院","1","1","3600","20","2.96","https://life.saisoncard.co.jp/post/c3059/","468","0.2","1385.00","0.33","105","[100,100,100,100,81,81,100,81,100,100,100,100]","2026-07-26","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"5555 エンジェル ナンバー","9","9","18100","20","0.00","https://life.saisoncard.co.jp/post/saki09/","452","0.19","0.00","0.33","115","[100,100,100,100,100,100,100,100,100,100,100,100]","2026-08-26","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"年末ジャンボ","18","18","301000","63","0.00","https://life.saisoncard.co.jp/post/c1169/","451","0.19","0.00","0.33","133","[0,1,1,2,20,100,16,2,1,1,1,0]","2026-08-29","AI overview, Video, Short videos, People also ask, Knowledge panel","informational","Organic"
"散歩","10","10","49500","43","0.47","https://life.saisoncard.co.jp/post/utr0020/","445","0.19","209.00","0.33","134","[45,37,55,45,55,45,55,55,67,82,100,45]","2026-08-26","AI overview, Image, Video, Short videos, People also ask, Knowledge panel","informational","Organic"
"手相 結婚 線","7","7","14800","21","0.01","https://life.saisoncard.co.jp/post/c698/","444","0.19","4.00","0.01","121","[82,82,100,82,82,82,100,82,67,82,100,82]","2026-08-27","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"エンジェルナンバー2222","8","8","14800","24","0.00","https://life.saisoncard.co.jp/post/c699/","444","0.19","0.00","0.33","119","[100,100,100,100,100,100,82,82,82,82,100,24]","2026-08-25","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"結婚 線","6","6","14800","22","0.01","https://life.saisoncard.co.jp/post/c698/","444","0.19","4.00","0.33","122","[67,67,100,82,67,67,82,55,55,55,82,67]","2026-08-28","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"宝くじ ネット 購入","8","8","74000","54","0.15","https://life.saisoncard.co.jp/post/c17/","444","0.19","66.00","0.2","0","[45,55,45,55,45,100,67,55,100,45,45,37]","2026-08-29","Sitelinks, Video, Short videos, People also ask","navigational","Organic"
"独身","6","6","14800","33","2.31","https://life.saisoncard.co.jp/post/c2943/","444","0.19","1025.00","0.01","138","[30,37,67,37,20,37,37,37,82,30,37,100]","2026-08-29","AI overview, Video, Short videos, People also ask, Knowledge panel","informational","Organic"
"風水","11","11","110000","33","0.18","https://life.saisoncard.co.jp/post/c708/","440","0.18","79.00","0.03","130","[16,13,16,37,37,82,100,55,100,16,11,13]","2026-08-29","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask, Knowledge panel, Twitter","informational","Organic"
"iphone タッチパネル 反応 しない","1","1","3600","28","0.02","https://life.saisoncard.co.jp/post/c261/","414","0.17","8.00","0.01","126","[82,100,100,82,82,82,82,82,66,66,55,43]","2026-07-08","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","SERP Feature"
"エンジェルナンバー2222 警告","1","1","3600","16","0.00","https://life.saisoncard.co.jp/post/c699/","414","0.17","0.00","0","101","[54,67,67,81,67,67,44,54,67,81,100,100]","2026-07-06","Sitelinks, AI overview, Short videos, People also ask","informational","SERP Feature"
"宝くじ ネット 購入 デメリット","1","1","3600","35","0.00","https://life.saisoncard.co.jp/post/c17/","403","0.17","0.00","0.33","106","[36,45,45,16,8,13,100,36,20,30,13,20]","2026-07-06","Sitelinks, AI overview, Short videos, People also ask","informational","SERP Feature"
"再婚","2","2","5400","33","1.22","https://life.saisoncard.co.jp/post/c1909/","378","0.16","461.00","0.1","136","[82,100,82,82,82,100,100,67,82,100,82,82]","2026-08-28","AI overview, Video, Short videos, People also ask","informational","Organic"
"証明 写真 コンビニ 30 円","2","2","2900","24","0.12","https://life.saisoncard.co.jp/post/crc0130/","377","0.16","45.00","0.07","63","[82,82,66,82,100,82,55,66,43,55,82,66]","2026-07-08","Sitelinks, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"コバエ 卵","9","8","14800","26","0.03","https://life.saisoncard.co.jp/post/c1282/","370","0.15","11.00","0.04","193","[100,82,67,45,11,5,3,3,5,11,20,13]","2026-08-29","AI overview, Image, Video, Short videos, People also ask","informational","Organic"
"line ブロック 解除","9","9","14800","29","1.12","https://life.saisoncard.co.jp/post/c281/","370","0.15","414.00","0.33","101","[82,100,82,82,67,82,82,82,82,100,82,82]","2026-08-26","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"コインランドリー 使い方","5","5","12100","20","0.01","https://life.saisoncard.co.jp/post/c1711/","363","0.15","3.00","0.03","124","[82,82,82,100,67,67,55,55,82,100,67,55]","2026-08-26","AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"小遣い 稼ぎ","7","7","12100","29","0.98","https://life.saisoncard.co.jp/post/crc0053/","363","0.15","355.00","0.56","134","[100,82,100,100,100,100,100,82,82,82,82,100]","2026-08-25","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"お 小遣い 稼ぎ","6","6","12100","24","0.98","https://life.saisoncard.co.jp/post/crc0053/","363","0.15","355.00","0.56","134","[100,82,100,100,100,100,100,82,82,82,82,100]","2026-08-26","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"グレイヘア","4","7","12100","34","0.18","https://life.saisoncard.co.jp/post/utr0180/","363","0.15","65.00","0.11","128","[82,67,82,82,55,67,82,67,100,55,100,100]","2026-08-29","Sitelinks, AI overview, Image, Video, Short videos, People also ask, Knowledge panel, Related searches","informational","Organic"
"離婚 したい","8","8","12100","26","0.27","https://life.saisoncard.co.jp/post/c905/","363","0.15","98.00","0.34","135","[82,100,82,82,67,67,67,55,67,67,67,55]","2026-08-29","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"自由 研究","14","14","90500","50","1.85","https://life.saisoncard.co.jp/post/c689/","362","0.15","669.00","0.01","109","[100,100,5,2,1,1,1,1,1,1,2,7]","2026-08-26","AI overview, Video, Short videos, People also ask","informational","Organic"
"セルフ カット","1","1","9900","32","0.08","https://life.saisoncard.co.jp/post/crc0012/","346","0.14","27.00","0.18","174","[100,100,82,82,67,67,67,67,67,82,82,82]","2026-08-25","AI overview, Image pack, Video, Video Carousel, Short videos, People also ask","informational","SERP Feature"
"iphone タッチパネル 反応しない","1","1","2900","23","0.01","https://life.saisoncard.co.jp/post/c261/","333","0.14","3.00","0.01","106","[100,100,82,82,82,82,82,66,66,55,23,16]","2026-08-16","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","SERP Feature"
"みんなの 銀行","9","9","74000","68","3.51","https://life.saisoncard.co.jp/post/c1674/","333","0.14","1168.00","0.28","107","[55,55,55,100,67,82,82,82,100,82,82,82]","2026-08-29","Sitelinks, AI overview, Video, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"ハフ","6","6","74000","63","0.19","https://life.saisoncard.co.jp/post/crc0079/","333","0.14","63.00","0.14","164","[20,25,37,45,45,55,55,81,81,81,100,81]","2026-08-26","Sitelinks, AI overview, Image, Video, Short videos, People also ask, Local pack, Twitter","informational, navigational","Organic"
"宝くじ ネット 購入 当たら ない","2","2","3600","44","0.00","https://life.saisoncard.co.jp/post/c19/","324","0.13","0.00","0.33","107","[24,20,30,16,36,36,100,30,20,30,11,16]","2026-07-08","Sitelinks, AI overview, Video, Short videos","informational","Organic"
"ゲートボール ルール","1","1","2400","20","0.00","https://life.saisoncard.co.jp/post/c162/","312","0.13","0.00","0.33","106","[100,53,44,67,67,81,53,44,44,81,53,67]","2026-07-08","AI overview, Image pack, Video, Video Carousel, Short videos, People also ask, Twitter","informational","Organic"
"カバラ","3","3","4400","34","1.65","https://life.saisoncard.co.jp/post/c712/","308","0.13","508.00","0.04","20","[54,54,54,54,54,54,100,67,67,54,54,54]","2026-07-23","AI overview, Image pack, Short videos, People also ask","informational","Organic"
"2222 エンジェルナンバー","12","12","60500","26","0.00","https://life.saisoncard.co.jp/post/c699/","302","0.12","0.00","0.33","118","[100,100,100,100,82,82,82,82,100,100,100,82]","2026-08-29","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"youtube ログイン","4","4","49500","39","0.00","https://life.saisoncard.co.jp/post/mi9-4/","297","0.12","0.00","0.33","106","[45,45,45,45,55,55,67,82,82,82,82,100]","2026-08-29","AI overview, Video, Video Carousel, Short videos, People also ask, Twitter","informational","Organic"
"ダニ が いるか わかる 方法","7","7","9900","20","0.13","https://life.saisoncard.co.jp/post/c1285/","297","0.12","38.00","0.28","111","[100,100,82,45,20,13,11,9,13,24,45,45]","2026-08-28","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"スマホ の 音 が 出 ない","4","5","9900","21","0.08","https://life.saisoncard.co.jp/post/c266/","297","0.12","23.00","0.05","119","[55,55,55,55,45,55,55,45,45,55,100,55]","2026-08-30","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"初詣 と は","6","6","9900","29","0.00","https://life.saisoncard.co.jp/post/c1116/","297","0.12","0.00","0.33","128","[2,2,3,4,9,100,100,5,2,1,2,2]","2026-08-26","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"エンジェル ナンバー 9999","1","1","4400","18","0.00","https://life.saisoncard.co.jp/post/saki18-2/","289","0.12","0.00","0.33","89","[100,100,100,100,100,100,81,81,81,67,67,67]","2026-07-13","Sitelinks, AI overview, Image, Short videos, People also ask","informational","SERP Feature"
"髪 自分 で 切る","1","1","4400","30","0.08","https://life.saisoncard.co.jp/post/crc0012/","289","0.12","23.00","0.2","106","[100,100,81,81,67,67,67,67,67,67,81,81]","2026-07-31","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","SERP Feature"
"初詣 いつ","11","11","40500","35","0.00","https://life.saisoncard.co.jp/post/c1116/","283","0.12","0.00","0.33","102","[0,0,0,0,2,30,100,1,0,0,0,0]","2026-08-26","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"収入 印紙 どこで 買える","11","11","40500","26","0.19","https://life.saisoncard.co.jp/post/c859/","283","0.12","53.00","0.33","92","[55,55,55,67,55,67,55,55,100,67,45,45]","2026-08-28","Sitelinks, AI overview, Video, Short videos, People also ask, Twitter","informational","Organic"
"2222 エンジェルナンバー 波動","1","1","2400","17","0.00","https://life.saisoncard.co.jp/post/c699/","276","0.11","0.00","0","99","[100,83,83,83,100,83,83,83,66,66,66,66]","2026-07-14","Sitelinks, AI overview, Short videos, People also ask","informational","SERP Feature"
"保坂 尚輝","3","3","5400","33","0.00","https://life.saisoncard.co.jp/post/shopping_soi/","270","0.11","0.00","0.33","109","[82,82,67,67,67,82,82,67,67,82,100,67]","2026-07-25","Sitelinks, Image, Video, Short videos, People also ask, Knowledge panel","informational, transactional","Organic"
"妻 嫁 違い","1","1","2900","25","0.00","https://life.saisoncard.co.jp/post/c131/","261","0.11","0.00","0.33","109","[55,66,66,66,66,66,66,82,55,100,55,66]","2026-07-14","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"有名 な 国","2","2","2900","33","0.18","https://life.saisoncard.co.jp/post/c119/","261","0.11","46.00","0.33","168","[67,81,53,100,81,100,67,53,81,53,100,67]","2026-07-13","Sitelinks, AI overview, Image, Video, Short videos, People also ask","informational","Organic"
"お 墓参り は 一人 で 行っ て は いけない","2","2","3600","11","0.00","https://life.saisoncard.co.jp/post/c2590/","252","0.1","0.00","0.33","104","[24,100,24,10,9,13,13,9,24,10,10,9]","2026-08-06","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"水星逆行 2023","2","2","3600","23","0.00","https://life.saisoncard.co.jp/post/saki17/","252","0.1","0.00","0","105","[100,82,16,19,67,82,16,19,55,7,1,3]","2026-07-14","AI overview, Video, Short videos, People also ask","informational","Organic"
"プレイ リスト 作り方 コツ","1","0","1900","29","0.00","https://life.saisoncard.co.jp/post/r81/","250","0.1","0.00","0.33","118","[5,4,4,4,5,16,30,44,54,67,100,100]","2026-08-30","Sitelinks, AI overview, Video, Short videos","informational","SERP Feature"
"line ブロック され たら","8","8","9900","28","0.03","https://life.saisoncard.co.jp/post/c279/","247","0.1","7.00","0.07","105","[82,100,100,67,55,67,67,45,45,45,45,45]","2026-08-26","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"カバラ 占い","2","2","1900","17","0.29","https://life.saisoncard.co.jp/post/c712/","247","0.1","71.00","0.33","97","[100,100,84,100,100,84,100,100,84,84,84,84]","2026-07-13","Image pack, Video, Short videos, People also ask","informational","Organic"
"夢 占い 猫","9","9","9900","24","0.00","https://life.saisoncard.co.jp/post/c711/","247","0.1","0.00","0","119","[67,82,100,100,100,82,100,82,67,67,67,67]","2026-08-27","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"スマホ 音 が 出 ない","6","7","9900","26","0.08","https://life.saisoncard.co.jp/post/c266/","247","0.1","19.00","0.05","120","[55,55,55,55,45,55,55,45,45,55,100,55]","2026-08-29","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"スマホ 強制 終了","1","1","1900","36","0.13","https://life.saisoncard.co.jp/post/c272/","247","0.1","32.00","0.33","20","[100,100,100,79,79,79,79,67,67,67,67,67]","2026-07-24","AI overview, Video, Short videos, People also ask","informational","Organic"
"節約","21","21","165000","32","0.57","https://life.saisoncard.co.jp/post/c598/","247","0.1","140.00","0.01","132","[37,67,82,67,67,82,100,67,55,55,55,37]","2026-08-28","AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"iphone バックアップ","7","7","40500","58","0.03","https://life.saisoncard.co.jp/post/c248/","243","0.1","7.00","0.04","179","[82,82,100,100,82,82,100,67,82,67,67,55]","2026-08-26","AI overview, Video, Short videos, People also ask, Twitter","informational","Organic"
"お年玉 入れ 方","6","6","27100","27","0.00","https://life.saisoncard.co.jp/post/c2531/","243","0.1","0.00","0.33","93","[0,1,0,0,1,100,37,1,1,0,0,0]","2026-08-29","Sitelinks, AI overview, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"line ブロック 確認 方法","8","8","8100","28","0.03","https://life.saisoncard.co.jp/post/c279/","243","0.1","7.00","0.05","107","[36,36,36,55,36,45,55,45,100,36,45,45]","2026-08-29","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"夜間 pts","7","7","8100","34","1.93","https://life.saisoncard.co.jp/money/post/gavel33/","243","0.1","468.00","0.33","111","[20,24,24,24,24,24,36,45,45,30,45,100]","2026-08-29","AI overview, Video, Short videos, People also ask","informational","Organic"
"ダニが いるか わかる方法","7","7","8100","21","0.13","https://life.saisoncard.co.jp/post/c1285/","243","0.1","31.00","0.28","108","[100,100,82,45,20,13,10,7,13,24,36,36]","2026-08-27","Sitelinks, AI overview, Video, Short videos, People also ask, Twitter","informational","Organic"
"ポール セザンヌ","7","7","8100","28","0.00","https://life.saisoncard.co.jp/post/ishida10/","243","0.1","0.00","0.02","157","[82,82,82,67,82,67,67,67,55,82,100,82]","2026-08-27","AI overview, Image, Video, Short videos, People also ask, Knowledge panel, Related searches","informational","Organic"
"衰え","8","9","8100","37","0.00","https://life.saisoncard.co.jp/post/utr0021/","243","0.1","0.00","0.33","109","[55,45,55,55,55,100,82,45,45,45,45,45]","2026-08-30","AI overview, Short videos, People also ask, Twitter","informational","Organic"
"富裕 層","7","7","60500","63","1.61","https://life.saisoncard.co.jp/money/post/c141/","242","0.1","389.00","0.01","138","[25,25,37,16,20,82,100,67,82,45,82,30]","2026-08-28","AI overview, Image pack, Video, Short videos, People also ask, Knowledge panel, Top stories","informational","Organic"
"旅行 持ち物","14","15","60500","41","0.01","https://life.saisoncard.co.jp/post/c691/","242","0.1","2.00","0.1","107","[55,100,67,55,45,45,37,55,67,37,37,30]","2026-08-29","Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"アリ退治 おすすめ 室内","1","1","3600","23","0.02","https://life.saisoncard.co.jp/post/c2074/","236","0.1","4.00","0.75","184","[100,100,67,29,7,3,4,5,9,24,82,55]","2026-08-01","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask, Twitter, Feature_34","informational","SERP Feature"
"保阪 尚希 現在","1","1","3600","28","0.00","https://life.saisoncard.co.jp/post/shopping_soi/","236","0.1","0.00","0.33","99","[36,36,67,44,36,44,55,55,36,55,67,100]","2026-07-06","AI overview, Image, Image pack, Video, Short videos, People also ask","informational","SERP Feature"
"宝くじ ネット 購入 当たら ない","1","1","3600","44","0.00","https://life.saisoncard.co.jp/post/c19/","236","0.1","0.00","0.33","107","[24,20,30,16,36,36,100,30,20,30,11,16]","2026-07-08","Sitelinks, AI overview, Video, Short videos","informational","SERP Feature"
"パソコン キーボード 打 て ない","1","1","3600","21","0.01","https://life.saisoncard.co.jp/post/r79/","236","0.1","2.00","0.03","132","[82,100,100,100,100,82,66,82,66,100,82,66]","2026-07-13","Sitelinks, AI overview, Image pack, Video, Video Carousel, Short videos, People also ask","informational","SERP Feature"
"iphone 音 が 出 ない","7","4","18100","25","0.02","https://life.saisoncard.co.jp/post/c253/","235","0.1","4.00","0.33","107","[30,30,24,24,24,24,24,24,30,45,100,24]","2026-08-30","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"カバラ 秘 数","1","1","480","22","0.00","https://life.saisoncard.co.jp/post/c712/","225","0.09","0.00","0.01","134","[100,81,81,81,81,81,100,100,81,100,100,100]","2026-07-15","AI overview, Video, Short videos, People also ask","informational","Organic"
