"Keyword","Position","Previous position","Search Volume","Keyword Difficulty","CPC","URL","Traffic","Traffic (%)","Traffic Cost","Competition","Number of Results","Trends","Timestamp","SERP Features by Keyword","Keyword Intents","Position Type"
"marriage invitation template","2","2","1300","62","1.46","https://cardsandpockets.com/info/free-wedding-invitation-templates/","171","0.39","249.00","1","126","[0,0,0,0,0,0,0,0,44,0,0,66]","2026-08-06","Sitelinks, Image, Image pack, Video, Short videos, Twitter","informational","Organic"
"addressed envelopes","2","2","1300","14","3.73","https://cardsandpockets.com/full-guest-address-and-return/","171","0.39","637.00","0.64","201","[13,16,43,43,13,16,22,22,22,65,20,20]","2026-07-26","Sitelinks, Image, Video, Short videos, Feature_34","commercial","Organic"
"printed envelopes","2","2","1300","28","2.72","https://cardsandpockets.com/printing/envelope-liner-printing/","171","0.39","465.00","1","208","[55,44,44,44,44,44,55,55,55,44,44,34]","2026-08-08","Sitelinks, Video, Short videos, Feature_34","commercial","Organic"
"cards & pockets","1","1","210","37","1.87","https://cardsandpockets.com/","168","0.38","314.00","1","190","[35,28,28,35,28,28,28,28,35,54,44,44]","2026-06-25","Sitelinks, Video, Video Carousel, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"cardstock cardstock","2","2","3600","22","0.47","https://cardsandpockets.com/paper/cardstock-paper/","158","0.36","74.00","0.87","210","[29,0,4,29,20,0,0,0,1,0,0,0]","2026-08-07","Sitelinks, AI overview, Video, Video Carousel, Short videos, Discussions and forums, Feature_34","commercial, informational","Organic"
"diy invitations","2","2","1900","47","1.17","https://cardsandpockets.com/wedding/invitations-envelopes/printed-invitation-cards/design-customize-online/diy-invitation-kits/","155","0.35","181.00","1","121","[81,36,81,100,43,16,29,81,43,22,16,20]","2026-08-07","Sitelinks, AI overview, Image, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"free wedding invitation templates","3","3","1900","44","1.48","https://cardsandpockets.com/info/free-wedding-invitation-templates/","155","0.35","229.00","1","195","[53,35,35,44,29,29,29,44,35,35,35,35]","2026-08-04","Sitelinks, Image, Image pack, Video, Short videos, People also ask, Twitter","informational","Organic"
"colored cardstock","2","2","1900","25","0.43","https://cardsandpockets.com/paper/cardstock-paper/","155","0.35","66.00","1","10","[36,29,65,100,54,81,43,22,36,29,22,20]","2026-07-26","Sitelinks, Image pack, Short videos, People also ask, Feature_34","commercial","Organic"
"wood paper","1","1","590","21","0.44","https://cardsandpockets.com/paper/real-wood-paper/","146","0.33","64.00","0.8","227","[81,44,54,67,81,100,67,54,81,54,67,54]","2026-06-29","Sitelinks, Image, Image pack, Video, Video Carousel, Short videos, People also ask, Feature_34","commercial, informational","Organic"
"card and pockets","1","1","170","33","1.88","https://cardsandpockets.com/","136","0.31","255.00","1","0","[12,12,10,12,15,10,10,15,19,12,100,10]","2026-07-08","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"card and pocket","1","1","170","37","2.12","https://cardsandpockets.com/","136","0.31","288.00","1","0","[7,10,10,15,10,19,15,29,23,29,29,29]","2026-08-07","Sitelinks, Video, Short videos, People also ask, Knowledge panel, Twitter, Feature_34","navigational","Organic"
"printable wedding invitations","2","2","1000","36","2.30","https://cardsandpockets.com/info/free-wedding-invitation-templates/","132","0.3","303.00","1","200","[31,25,46,84,68,46,46,46,84,100,46,100]","2026-07-27","Sitelinks, Image, Image pack, Video, Short videos, Twitter, Feature_34","informational","Organic"
"a7 envelope size","4","4","4400","22","3.71","https://cardsandpockets.com/envelopes/blank-envelopes/a7-euro-flap-5-25-x-7-25/","132","0.3","489.00","0.65","171","[44,44,44,44,54,66,100,54,44,54,44,44]","2026-08-07","Sitelinks, AI overview, Image, Video, Short videos, People also ask, Twitter, Feature_34","informational","Organic"
"print wedding invitations","3","3","1600","44","2.30","https://cardsandpockets.com/printing/upload-your-own/","131","0.3","301.00","1","205","[52,44,66,44,44,44,36,44,44,27,24,27]","2026-07-16","Sitelinks, AI overview, Video, Video Carousel, Short videos, Local pack, Twitter, Feature_34","commercial","Organic"
"5x7 cardstock","2","2","1600","32","1.07","https://cardsandpockets.com/paper/cardstock/all-sizes/a7-5-x-7-flat-card/","131","0.3","140.00","1","192","[100,84,68,100,84,100,84,84,100,84,84,84]","2026-07-03","Sitelinks, Image, Video, Short videos, People also ask, Feature_34","commercial","Organic"
"wedding invitation sample","3","3","1900","42","1.64","https://cardsandpockets.com/info/free-wedding-invitation-templates/","123","0.28","201.00","1","199","[10,19,7,29,19,19,7,16,16,54,35,54]","2026-08-06","Sitelinks, Image, Image pack, Video, Video Carousel, Short videos, People also ask, Feature_34","informational","Organic"
"custom print envelopes","1","1","480","18","3.61","https://cardsandpockets.com/envelopes/printed-envelopes/","119","0.27","429.00","1","197","[20,10,16,55,55,30,45,30,36,45,67,55]","2026-07-23","Sitelinks, AI overview, Video, Short videos, Twitter, Feature_34","commercial, informational","Organic"
"save the date envelopes","1","1","480","20","1.96","https://cardsandpockets.com/c-p-wedding/save-the-dates/save-the-date-envelopes/","119","0.27","233.00","1","182","[36,29,81,66,81,44,81,81,100,54,66,29]","2026-07-18","Sitelinks, Image, Image pack, Video, Short videos, People also ask, Feature_34","commercial","Organic"
"blank wedding invitations","1","1","480","20","0.69","https://cardsandpockets.com/cards/printable-invitation-enclosures/","119","0.27","82.00","0.99","202","[30,36,36,36,36,30,30,36,30,36,30,30]","2026-08-05","Sitelinks, Image, Image pack, Video, Short videos, People also ask, Feature_34","informational","Organic"
"wedding template","1","1","480","41","1.59","https://cardsandpockets.com/info/free-wedding-invitation-templates/","119","0.27","189.00","0.99","191","[16,45,24,30,36,30,55,16,20,24,45,55]","2026-06-29","Sitelinks, Image, Image pack, Video, Video Carousel, Short videos, Twitter, Feature_34","informational","Organic"
"envelope inserts","1","1","480","13","0.83","https://cardsandpockets.com/envelopes/envelope-liners/","119","0.27","98.00","1","187","[54,100,66,81,54,66,66,66,81,100,81,81]","2026-06-17","Sitelinks, Image, Image pack, Video, Video Carousel, Short videos, People also ask, Feature_34","commercial","Organic"
"blank cards with envelopes","1","1","880","12","0.63","https://cardsandpockets.com/cards/blank-card-envelope-sets/","116","0.26","73.00","1","223","[37,13,16,68,46,68,100,100,25,20,20,31]","2026-06-28","Sitelinks, Image pack, Video, Short videos, Feature_34","commercial","Organic"
"wedding card templates","2","2","880","47","1.36","https://cardsandpockets.com/info/free-wedding-invitation-templates/","116","0.26","157.00","0.79","193","[6,10,12,19,3,3,4,2,2,3,2,1]","2026-07-09","Sitelinks, Image, Image pack, Video, Short videos, People also ask, Twitter","informational","Organic"
"cards and pockets envelopes","1","1","140","21","1.57","https://cardsandpockets.com/envelopes-liners/","112","0.25","175.00","1","219","[11,11,23,28,18,18,18,18,28,23,23,28]","2026-07-18","Sitelinks, Video, Video Carousel, Short videos, People also ask, Related searches, Twitter, Feature_34","informational","Organic"
"paper and pockets","1","1","140","10","2.17","https://cardsandpockets.com/","112","0.25","243.00","0.87","10","[64,41,64,82,64,82,100,100,100,64,64,64]","2026-07-18","Sitelinks, AI overview, Video Carousel, Short videos, People also ask","navigational","Organic"
"pockets and envelopes","1","1","140","30","1.67","https://cardsandpockets.com/","112","0.25","187.00","1","0","[53,42,100,53,42,34,65,65,65,42,42,65]","2026-07-10","Sitelinks, Video, Video Carousel, Short videos, People also ask, Feature_34","commercial, navigational","Organic"
"cards and","1","1","140","63","0.00","https://cardsandpockets.com/","112","0.25","0.00","0.01","192","[34,42,80,42,53,53,42,53,80,34,80,100]","2026-08-07","Sitelinks, Video, Video Carousel, Short videos, Local pack, Twitter, Feature_34","commercial","Organic"
"cards and pockets","10","10","3600","40","2.12","http://www.cardsandpockets.com/?utm_campaign=Local","111","0.25","235.00","1","143","[53,53,66,44,44,53,53,81,81,81,66,53]","2026-08-07","Sitelinks, Image pack, Video, Short videos, People also ask, Knowledge panel, Twitter","navigational, transactional","SERP Feature"
"envelopes for 5x7 cards","2","2","1300","32","1.55","https://cardsandpockets.com/envelopes/blank-envelopes/a7-euro-flap-5-25-x-7-25/","106","0.24","164.00","1","248","[24,24,24,24,24,52,66,36,36,27,36,27]","2026-08-02","Sitelinks, Image, Image pack, Video, Short videos, People also ask, Feature_34","commercial","Organic"
"envelopes addressed","4","4","1600","20","2.13","https://cardsandpockets.com/full-guest-address-and-return/","104","0.23","221.00","0.8","194","[100,100,66,54,66,54,36,30,54,54,54,66]","2026-06-17","Sitelinks, Image, Image pack, Video, Video Carousel, Short videos","commercial","Organic"
"free printable wedding invitations","1","1","390","33","1.03","https://cardsandpockets.com/info/free-wedding-invitation-templates/","96","0.22","98.00","1","197","[54,81,35,66,66,66,81,81,54,66,66,66]","2026-08-04","Sitelinks, Image, Image pack, Video, Short videos, Twitter","informational","Organic"
"5x7 card stock","2","2","720","34","1.07","https://cardsandpockets.com/paper/cardstock/all-sizes/a7-5-x-7-flat-card/","95","0.21","101.00","1","209","[76,30,67,55,76,16,67,45,20,45,45,55]","2026-07-18","Sitelinks, Video, Video Carousel, Short videos, People also ask, Feature_34","commercial","Organic"
"wedding invitation kits","2","2","720","31","0.69","https://cardsandpockets.com/wedding/invitations-envelopes/printed-invitation-cards/design-customize-online/diy-invitation-kits/","95","0.21","65.00","1","203","[25,25,37,37,25,37,37,37,46,31,31,31]","2026-06-29","Sitelinks, Image, Video, Short videos, Local pack, Feature_34","commercial","Organic"
"envelope printing","5","9","3600","28","2.96","https://cardsandpockets.com/printing/envelope-liner-printing/","86","0.19","254.00","1","201","[66,81,81,81,81,66,81,81,66,66,44,44]","2026-08-10","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask, Local pack, Feature_34","commercial, informational","Organic"
"envelope liner","3","3","1300","7","0.89","https://cardsandpockets.com/envelopes/envelope-liners/printed-upload-your-own/","84","0.19","74.00","1","191","[30,66,41,54,54,30,36,54,100,54,41,79]","2026-07-31","Sitelinks, Image, Image pack, Video, Short videos, Related searches","informational","Organic"
"invitation wedding envelope","3","3","1900","13","1.57","https://cardsandpockets.com/wedding/invitations-envelopes/wedding-envelopes/blank-wedding-envelopes/inner-outer-envelopes/","83","0.19","130.00","1","195","[65,1,20,43,43,100,43,43,0,65,54,36]","2026-08-10","Sitelinks, Image, Image pack, Video, Video Carousel, Short videos, Twitter, Feature_34","commercial, informational","Organic"
"mirror paper","2","2","1000","24","0.27","https://cardsandpockets.com/paper/mirror-paper/?page=2","82","0.18","22.00","0.96","244","[52,46,52,52,52,68,46,52,52,52,37,37]","2026-07-24","Sitelinks, Image, Image pack, Video, Video Carousel, Short videos, Google Flights, Feature_34","commercial","Organic"
"invitation envelopes","2","2","1000","20","0.95","https://cardsandpockets.com/wedding/invitations-and-envelopes/wedding-envelopes/","82","0.18","77.00","1","184","[36,22,29,29,29,29,16,20,29,22,22,29]","2026-07-19","Sitelinks, Image pack, Short videos, People also ask, Local pack, Feature_34","commercial","Organic"
"card envelopes","1","1","1000","25","1.42","https://cardsandpockets.com/envelopes/blank-envelopes/","82","0.18","116.00","1","228","[41,20,36,41,41,36,66,100,36,54,54,30]","2026-07-31","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask, Feature_34","commercial, informational","Organic"
"envelopes printed with addresses","1","1","320","20","2.32","https://cardsandpockets.com/full-guest-address-and-return/","79","0.18","183.00","1","192","[66,66,81,66,54,66,43,81,81,54,54,66]","2026-07-26","Sitelinks, Image, Video, Short videos, People also ask, Feature_34","commercial","Organic"
"white ink printing","1","1","320","10","1.16","https://cardsandpockets.com/printing/white-ink-printing/","79","0.18","91.00","0.94","146","[81,43,66,81,66,54,54,43,66,81,81,54]","2026-07-17","Image pack, Video, Video Carousel, Short videos, People also ask, Knowledge panel, Feature_34","informational","Organic"
"pocket invitations","1","1","320","13","1.27","https://cardsandpockets.com/pockets/blank-pockets/a7-pockets-5x7/a7-signature/a7-signature-classic/","79","0.18","100.00","1","199","[16,30,30,20,24,36,30,30,36,10,10,13]","2026-08-07","Sitelinks, Image, Image pack, Video, Short videos, Google Flights, Feature_34","commercial","Organic"
"a7 euro flap cream envelope","1","1","320","0","0.00","https://cardsandpockets.com/envelopes/blank-envelopes/a7-euro-flap-5-25-x-7-25/","79","0.18","0.00","0","178","[100]","2026-07-04","Sitelinks, Short videos, Feature_34","commercial","Organic"
"printing wedding invitations","2","2","590","45","2.30","https://cardsandpockets.com/printing/upload-your-own/","77","0.17","177.00","1","200","[45,45,45,45,36,36,36,36,45,67,30,45]","2026-07-11","Sitelinks, Image, Video, Video Carousel, Short videos, Local pack, Twitter, Google Flights, Feature_34","commercial","Organic"
"wedding invitation format free","2","2","590","42","1.44","https://cardsandpockets.com/info/free-wedding-invitation-templates/","77","0.17","110.00","1","126","[16,100,2,36,100,54,7,0,5,0,7,2]","2026-07-17","Sitelinks, Video, Video Carousel, Short videos, People also ask, Twitter","informational","Organic"
"wedding invitation card template","2","2","590","69","1.45","https://cardsandpockets.com/info/free-wedding-invitation-templates/","77","0.17","111.00","1","189","[4,11,8,13,7,8,30,100,44,3,3,3]","2026-07-03","Sitelinks, Image, Image pack, Video, Short videos, Twitter, Feature_34","commercial","Organic"
"blank invitations","1","1","590","26","0.75","https://cardsandpockets.com/cards/printable-invitation-enclosures/","77","0.17","57.00","0.99","174","[37,31,31,37,25,16,31,31,31,31,31,31]","2026-06-28","Sitelinks, Image, Image pack, Short videos, People also ask, Twitter, Feature_34","informational","Organic"
"envelope liner template","1","1","590","7","0.97","https://cardsandpockets.com/envelopes/envelope-liners/printed-upload-your-own/upload-your-own-design-a7-euro-flap-envelope-liner/","77","0.17","74.00","1","181","[67,67,81,54,54,54,44,67,100,67,81,54]","2026-06-28","Sitelinks, AI overview, Image, Video, Short videos, Feature_34","commercial, informational","Organic"
"wedding invitation","8","8","14800","50","2.43","https://cardsandpockets.com/info/free-wedding-invitation-templates/","74","0.16","179.00","1","213","[29,36,36,36,67,29,36,44,44,36,67,29]","2026-08-09","Sitelinks, AI overview, Image, Video, Short videos, Discussions and forums, Twitter, Feature_34","commercial, informational","Organic"
"5x7 paper","2","2","880","14","0.86","https://cardsandpockets.com/paper/cardstock/all-sizes/a7-5-x-7-flat-card/","72","0.16","61.00","0.85","198","[100,72,72,88,100,88,88,100,100,72,88,100]","2026-07-27","Sitelinks, AI overview, Image, Image pack, Video, Video Carousel, Short videos, People also ask, Twitter, Google Flights, Feature_34","informational","Organic"
"card stock","5","5","18100","50","0.47","https://cardsandpockets.com/paper/cardstock-paper/","72","0.16","33.00","0.87","202","[67,67,81,54,44,44,44,67,81,54,54,67]","2026-08-09","Sitelinks, AI overview, Image, Video, Short videos, People also ask, Discussions and forums, Google Flights, Feature_34","commercial, informational","Organic"
"cards pockets","1","1","90","33","2.04","https://cardsandpockets.com/","72","0.16","146.00","0.99","198","[15,28,21,21,12,15,100,21,43,34,34,12]","2026-08-06","Sitelinks, Video, Short videos, People also ask, Knowledge panel, Twitter, Google Flights","navigational","Organic"
"wedding invitations template","3","3","880","37","1.46","https://cardsandpockets.com/info/free-wedding-invitation-templates/","72","0.16","105.00","1","200","[19,19,10,10,10,15,8,13,8,10,19,10]","2026-08-07","Sitelinks, Image, Image pack, Video, Video Carousel, Short videos, Related searches, Ads bottom, Twitter, Feature_34","informational, transactional","Organic"
"a7 envelope dimensions","3","33","2400","21","3.71","https://cardsandpockets.com/envelopes/blank-envelopes/a7-euro-flap-5-25-x-7-25/","72","0.16","267.00","0.65","181","[8,81,22,43,65,43,81,43,65,65,54,43]","2026-08-10","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask, Feature_34","informational","Organic"
"free wedding announcement templates","3","3","880","37","1.48","https://cardsandpockets.com/info/free-wedding-invitation-templates/","72","0.16","106.00","1","136","[16,1,36,100,54,2,2,66,79,79,2,1]","2026-08-02","Sitelinks, AI overview, Video, Short videos","informational","Organic"
"wedding invites and envelopes","2","2","880","11","1.21","https://cardsandpockets.com/wedding/invitations-and-envelopes/wedding-envelopes/","72","0.16","87.00","1","201","[0,0,0,46,84,46,100,37,68,68,0,84]","2026-06-29","Sitelinks, Video, Short videos, Twitter, Feature_34","commercial","Organic"
"marriage invitation envelope","3","3","1600","15","1.21","https://cardsandpockets.com/wedding/invitations-and-envelopes/wedding-envelopes/","70","0.16","84.00","1","188","[66,80,1,5,52,52,1,2,52,100,80,1]","2026-07-01","Sitelinks, Image pack, Video, Short videos, Twitter, Feature_34","commercial, informational","Organic"
"measurements of a7 envelope","4","9","2900","20","3.71","https://cardsandpockets.com/envelopes/blank-envelopes/a7-euro-flap-5-25-x-7-25/","69","0.15","255.00","0.65","179","[52,52,52,52,66,80,100,66,100,100,100,52]","2026-08-10","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"wedding invitation samples","4","4","1000","35","2.05","https://cardsandpockets.com/info/free-wedding-invitation-templates/","65","0.14","133.00","1","196","[55,30,34,34,30,34,34,20,34,30,30,34]","2026-07-15","Sitelinks, Image, Image pack, Video, Short videos, People also ask, Feature_34","commercial","Organic"
"printed paper","3","3","1000","24","0.67","https://cardsandpockets.com/paper/pattern-paper/","65","0.14","43.00","1","202","[30,30,30,24,24,30,44,30,20,82,34,30]","2026-07-30","Sitelinks, Image pack, Video, Short videos, People also ask, Feature_34","commercial","Organic"
